S850-1673K,
S850-30%,
S850-65%,
2hr-750stC,353
2hr-875stC,1162
850stC-1hr,479
850stC-4hr,783
1000,43.4
600,5.04
700,207
800,418
cp-33,28
cp-34,33
cp-35,68
cp-36,71
cp-37,86
cellulose,659
PAN,544
PET,1254
Sample-A1,576
Sample-A2,673
Sample-A3,738
Sample-A4,1241
Sample-A5,1265
150wt.%,914
21wt.%,454
43wt.%,837
64wt.%,1010
85wt.%,1022
SK4T-500stC,370
SK4T-600stC,760
SK4T-800stC,900
C7K4T-600stC,490
C7K4T-700stC,1250
C7K4T-800stC,2200
C7K4T-900stC,2410
C7K4T-930stC,840
SampleA,1808
SampleB,1261
KMR240,
KUR360,
KMT240,
KUT360,
KUR-BO15-60min,
KUR-BO32-120min,
KUR-BO51-240min,
KUR-BO79-360min,
KUR-BO8-30min,
KMR-BO15-30min,
KMR-BO34-60min,
KMR-BO58-120min,
KMR-BO83-240min,
KUT-BO11-60min,
KUT-BO26-120min,
KUT-BO5-30min,
KUT-BO56-240min,
KUT-BO65-360min,
KMT-BO15-10min,
KMT-BO26-30min,
KMT-BO40-120min,
KMT-BO80-240min,
as-received,357
KPS-1,935
KPS-2,1337
KPS-4,1947
C500,52
CP55,802
CS600,577
CS700,641
CS850,540
F1-0,130.5
F1-14,393.7
F1-23,330.2
F1-37,390.0
F1-40,613.5
F1-53,1238.6
F1-64,1313.6
F1-76,1341.3
F1-90,1213.4
F1-8-0,
F1-8-10,371.0
F1-8-11,448.0
F1-8-22,555.3
F1-8-32,718.0
F1-8-50,912.8
F1-8-52,964.5
F1-8-61,985.3
F1-8-77,762.0
F1N-12,369.8
F1N-25,577.2
F1N-36,790.6
F1N-40,829.9
F1N-51,1284.4
F1N-61,1284.4
F1N-85,1269.5
F2-12,310.7
F2-26,433.0
F2-30,540.8
F2-41,719.8
F2-48,1013.5
F2-66,976.2
F2-74,1396.7
F2-94,1535.2
UAK1-800,726
UAK2-800,2021
UAK3-800,2758
UAK4-800,3290
UAK5-800,3183
UAK2-200,1305
UAK2-400,1580
UAK2-80,945
UAK2-800,2021
UAK4-200,2637
UAK4-400,2817
UAK4-800,3290
UAK2-800d-without_washing,2111
UAK2-800d_washed_H2O,
UAK2-800d_washed_HCL_H2O,
C-800-20,523
C-800-40,780
C-800-60,1030
H-800-20,456
H-800-40,708
H-800-60,960
ML_0%_bo,402
ML_13%_bo,622
ML_34%_bo,1012
ML_56%_bo,1381
ML_64%_bo,1656
ML_79%_bo,1932
ACF30M,1462
ACF45M,1914
ACF30M-HNO3,976
ACF45M-HNO3,1315
1,97.1
2,80.8
3,253
4,420
5,228
6,268
10,544
7,240
8,466
9,1177
11,278
12,466
ref-ACF-15,
ref-ACF-44,
ref-ACF-61,
P-ACF-34,
P-ACF-45,
P-ACF-57,
AC15%,750
AC35%,1047
AC35%-1073N2,
AC35%-1173ox,1440
AC67%,1336
char,241
PET-8120-CO2,77.8
PET-815-Air,25.2
PET-8240-Air,621.2
PET-KOH-450,16.6
PET-KOH-600,50.2
PET-KOH-800,732.7
TPCSs-1-700,1515
TPCSs-2-600,1338
TPCSs-2-700,1797
TPCSs-2-800,2149
TPCSs-3-700,1779
PAac,295.4881
PBac,171.8277
PCac,109.9583
ZAac,616.6038
ZBac,120.8772
ZCac,24.5399
Commercial,837.8
Z0.15,484.1
Z0.28,926.8
Z0.40,1078.2
Z0.53,1307.7
Z0.65,1671.6
,
CZ0.15,583
CZ0.28,869.9
CZ0.40,947.6
CZ0.53,1178.9
CZ0.65,1193.2
f3,777
ACM(1-1)500,604.4
ACM(1-1)600,993.7
ACM(1-1)700,757.2
ACM(1-1)800,519.6
ACM(1-1.5)600,1164
ACM(1-2)600,1105
ACS(1-1.5)600,921.2
AC-1000,645
AC-600,415
AC-700,703
AC-800,930
AC-900,987
700-3h,448.4
700-6h,535.5
750-2h,667.9
750-3h,759.5
750-4h,816.3
800-1h,770.1
800-1h15m,817.2
800-1h30m,902.3
800-45m,1041.9
850-30m,662.5
850-45m,1041.9
850-50m,735
850-55m,815.2
CMS500,2064
CMS550,443
CMS650,743
CMS700,849
500,640
600,1140
700,1590
800,1840
900,900
24%,720
33%,960
46%,1100
57%,1540
68%,1940
78%,2220
burn-off=15%,530
CB,864
CB-1073,1127
CB-1173,814
200AC,429
500AC,521
700AC,180
NC700-2-1.5,387
Z500,837
Z600,957
Z700,1086
Z800,1268
ZL3,810
ZL4,1086
ZL5,1356
ZL6,1423
ETP-200-ACF,922
ETP-250-ACF,1047
ETP-300-ACF,862
ETP-ACF,755
R1-400,1204
R1-450,1371
R1-500,1478
R1-600,1340
R2-400,1258
R2-450,1503
R2-500,1387
R2-600,1340
R3-400,1286
R3-450,1317
R3-500,1100
R3-600,838
AC-500,2540
AC-600,2530
AC-700,2440
AC-800,1750
AC-900,1110
AC-r-500,1020
AC-r-600,1880
AC-r-700,2310
AC-r-800,2440
f3,2082
450W,355
600W,784
700W,991
800W,920
10min,866
12min,777
4min,911
6min,991
8min,895
D3055011,398
D3065011,654
D3065013,2227
D9065011,670
D9065013,1609
D9075013,982
C-AC-A,1612
C-AC-W,1383
H-AC,709
S-AC,681
K81,1186
K82,2048
BAC-1000,636.91
BAC-1100,503.40
BAC-600,75.50
BAC-700,93.59
BAC-800,126.60
BAC-900,247.44
KOH(2.5_1),463.67
KOH(4_1),671.68
NaOH(2.5_1),143.84
NaOH(4_1),251.57
0.15-0.25mm,1826.41
0.25-0.50mm,1179.9
0.50-1.00mm,582.4
AC-1,143.84
AC-2,161.54
AC-3,258.00
AC-4,275.15
AC-6,671.68
AC-7,1216.36
AC-8,1374.20
AC-9,1826.41
ACK-0.5-6,644
ACK-1-6,705
ACK-2-6,1006
ACK-3-6,970
ACZ-1-6,901
ACZ-2-6,996
ACZ-3-6,1268
ACK-2-6,
ACK-2-7,1694
ACK-2-8,1951
ACK-3-6,970
ACK-3-7,1111
ACK-3-8,1854
ACZ-3-6,
ACZ-3-7,1176
ACZ-3-8,1310
ACK-2-8,1951
ACK-2-8-1,1846
ACK-2-8-2,1901
ACK-2-8-3,2125
300stC,633
400stC,910
500stC,1016
600stC,996
700stC,651
1-1-5,886
1-2,1016
1-2-5,773
1-3,543
1-25h,987
1-5h,947
1h,1016
2h,865
AC15,1593
AC30,1586
AC5,1556
PAC200-2,631
PAC200-4,540
PAC270-2,161
PAC270-4,77
PAC550-2,600
CAC-NOCarb,675
CAC200-2,502
CAC200-4,600
CAC270-2,230
CAC270-4,81
AMC-700,536.5
AMC-800,815.2
AMC-900,1040.3
0.11-C,410
0.11-R,270
0.25-C,620
0.25-O-C,560
0.25-R,540
O-C,60
600,2223
700,2636
800,2298
0-5,1622
1-0,1989
1-5,2636
2-0,1943
400,1407
500,1421
600,1269
IR1,1252
IR2,1421
IR3,1406
AC1,429.45
AC2,567.22
AC3,819.63
PEACF-30,1090
PEACF-40,1250
PEACF-50,1560
PEACF-60,1980
PE-H-9-1,950
PE-H-9-2,1400
PE-H-9-3,1370
PE-H-9-4,1600
BB-32,1100
BS-62,2130
BW-42,875
BW-63,1147
BW-C,382
ACK2,934
ACK3,1058
ACZ2,745
ACZ3,823
350,534
450,1320
500,1347
600,1153
0.7,
1,
1.5,
2.3,
0.4,
0.7,
1,
1.5,
2.3,
C6,570
CAC,3010
PAC,1650
PPAC,3290
AC-1,986
AC-2,1234
AC-3,1348
AC-4,1217
AC-5,1052
AC-3,1348
AC-6,918
AC-7,1357
AC-8,1190
AC-9,1202
AC-10,1485
AC-7,1357
AC-1000,645
AC-600,415
AC-700,703
AC-800,930
AC-900,987
AC-Gly,1165.8
AC-KG,652.6
AC-LiG,1026.9
AC-NaG,792.2
RAC,1238.9
AC-ME1,383.5
AC-MM1,711.8
AC-MW1,515.6
RAC,
AC-MM2.5,7.4
AC-MM5,2.3
AC-MM7,
0.12,840.79
0.76,760.70
AC,868.29
Default,2736
UFA-2-600,1055
UFFA-2-500,28
UFFA-2-600,1093
UFFA-2-700,1925
UFFA-2-800,2273
UFFA-1-600-b-black,416
UFFA-2-600-b-red,
UFFA-3-600-b-blue,1175
UFFA-4-600-b-green,1639
AC-1h,
AC-2h,1030
AC-3h,960
AC-4h,640
AC-1-1,1530
AC-1-2,1300
AC-4-1,490
SC800,1375
SC800P,1050
SH800,2431
SSt800,814
SC700P,694
SC800,1375
SH800,2431
A-p1000,36
A-p1100,32
A-p600,376
A-p700,389
A-p800,363
A-p900,410
A-p900-KOH-1h,839
ReferenceSilicaGel,779
5AC,521.5
6AC,631
7AC,905
CAC,860
OS6_square,257
OS7_triangle,779
OS8_circle,1218
250,377
300,432
350,509
450,663
NPC-600,177
NPC-700,315
NPC-800,619
NPC-900,1256
K2CO3,1044
KOH,3441
Na2CO3,484.5
NaOH,1263
3,1823
3.5,2691
4,3441
4.5,3055
5,2782
S1,552
S2,1616
S3,2490
A835,851
A835ox,817
V840,956
V840ox,646
C_NaOH_750,817
C_NaOH_800,1172
C_NaOH_850,918
RHBK,2201
RHBKS,1168.8
RHBS,317
AC10-24-400,680
AC15-24-400,711
AC5-24-400,308
AC15-12-500,751
AC15-24-500,831
AC15-8-500,694
AC15-24-400,711
AC15-24-450,768
AC15-24-500,831
CA1,1006.56
CA2,1227.60
CA3,1203.60
CA4,1206.27
CA5,798.51
CA6,1010.80
CAC,
A-CAC-b,
M-CAC-c,
MA-CAC-d,
ADS1-900_700,554
ADS1-900_800,604
ADS1-900_900,511
ADS1-900-700,
ADS2-900-700,502
500,582
600,822
700,1295
800,2301
900,1707
SAC600_3_1,1695
SBP10,1900
BAG,1861
CS,2662
CAC1800,141
CAC1900,378
CAC3800,600
CAC6800,1013
PAC-0.2K2CO3-750-0.5,229
PAC-0.2KOH-750-0.5,182
PAC-0.5KOH-750-0.5,626
PAC-1.5K2CO3-750-0.5,669
PAC-750-0.5h,83
CTPC,415
CTZn,613
CTZnPC,816
CTPC-A,1256
CTZn-A,723
CTZnPC-A,960
GAC,865
GACA,634
GACO,787
Xp0.25,
Xp0.50,
Xp0.80,785.38
AC-1-OX,594.0
AC-1-OXmw,600.4
AC-1mw,358.4
AC-2,346.7
AC-2mw,393.9
NDC-500,39
NDC-600,118
NDC-700,426
CF-0.5-400,1237.5
CF-1.0-400,1433.9
CF-1.5-400,1544.8
AC600,1200
AC800,502
AC1000,66
KKSN,755
KN,247
KSN,608
YKN,163
YKSN,237
KOH2,266
KOH3,312
KOHKN3,835
KOHKS3,569
KOHS2,437
KOHS3,456
bengkirai_wood_400,26
bengkirai_wood_600,80
bengkirai_wood_800,74
coconut_shells_400stC,263
coconut_shells_600stC,250
coconut_shells_800stC,271
coconut_shells_2h,100
coconut_shells_4h,251
coconut_shells_6h,249
bengkirai_wood_2h,26
bengkirai_wood_4h,81
bengkirai_wood_6h,74
AC-313.15-10-900-10,768
AC-313.15-20-540-8,578
AC-313.15-20-720-8,645
Ubtreated,352
f1,1120
ACI,
ACII,
AC-2,620
AC-Na2CO3,730
AC-NH4OH,530
AC3-NaOH,620
IA2,429.00
IA3,319.60
IA4,344.10
CIA1,295.80
CIA3,375.00
CIA4,327.80
RS-0,351
RS-1,525
RS-2,902
RS-3,751
C-500,978
C-600,1540
C-700,1538
OPKC10,1228
OPKC7,477
OPKC8,621
OPKC85,987
OPKC9,1177
OPKC95,1352
OPZn5,1215
OPZn8,836
OPZn9,
AC_0-400-1,1075.22
AC_15-400-1,1218.62
AC_30-400-1,1230.23
AC_45-400-1,1254.52
AC_60-400-1,1229.25
AC_75-400-1,1065.38
SC,102.3
CC,933.9
7AC,430.4
P3,155.4
3-1,1849
3.5-1,2010
4-1,2104
4.5-1,2312
5-1,2219
5.5-1,2171
6-1,2158
700_f3,2029
750_f3,2182
800_f3,2312
850_f3,2250
900_f3,2188
0.5h_f5,2066
1.5h_f5,2388
1h_f5,2312
2.5h_f5,2042
2h_f5,2146
PR1_600,972
PRO,1128
PR2_600_f2_2,758
PRO_f2_2,1128
PR3_600_f2_3,857
PRO_f2_3,1128
PR4_600_f2_4,983
PRO_f2_4,1128
SK-0.3-700,579
SK-0.5-600,710
SK-0.5-700,1060
SK-0.5-800,1134
SK-0.5-900,1193
SK-1-700,1316
SK-2-700,1395
SK-3-700,2040
SK-4-700,2792
N,980.4
NFC,670.3
NFM,649.4
C400-90,728
C500-90,685
C600-90,660
C400-90,753
C500-90,786
C600-90,709
AC1000-90,666
AC850-90,585
AC950-90,786
AC1000-120,665
AC850-120,627
AC900-120,764
AC950-120,782
CAC,1449
CACuO025,992
CACuO050,872
CAN23,884
CAN26,855
CAN83,1039
CAN86,875
CNR115,1714
CNR115-ox,929
CNR115-ox-am,352
SG-C,684
SG-CN1,1000
SG-CN2,1111
SG-CN3,727
FW400-KOH500,516.8
FW400-KOH600,807.0
FW400-KOH700,1116.0
FW400-KOH800,675.4
FW400-KOH6001,366.9
FW400-KOH6002,807.0
FW400-KOH6003,775.2
AC1-1h,1195
AC2-1h,1670
AC3-1h,3013
AC2-1-5h,1871
AC2-1h,1670
AC2-2h,1752
BKC-600-2,535
HKC-600-2,893
HKC-700-2,1339
HKC-800-1,2153
HKC-800-2,1587
MS-900-15,1011
MS-900-30,1363
MS-900-45,1677
MS-900-60,1888
MS-900-75,2079
MC900-120,1703
MC900-150,1905
MC900-180,2080
MC900-210,2288
MC900-60,1162
MC900-90,1425
MCS900-15,1139
MCS900-30,1424
MCS900-45,1761
MCS900-60,2020
MCS900-75,2194
HN700,870
HN800,1297
HN900,1963
WN700,927
WN800,1277
WN900,1468
PN700,979
PN800,1212
PN900,1962
10M,417.89
4M,535.37
6M,536.06
8M,486.22
unmodified,766.52
10stC,1343
30stC,1101
50stC,1076
5stC,1313
100min,
120min,
140min,
160min,
60min,
80min,
PAC0,643.40
PAC2,1083.00
PAC4,1417.00
PAC6,1626.00
PAC8,1724.00
PC1,565.67
PC2,957.25
PC3,1728.50
PC4,1373.70
GC-C01,117.78
GC-C02,991.95
GC-C03,2103.45
GC-C04,1616.22
Cork_AC,201
Phloem_AC,515
RK-500,366
RK-600,659
RK-700,859
RK-800,647
MCAC-1-1,757
MCAC-1-2,227
MCAC-2-1,1188
MCAC-3-1,393
CS-AKAC803,1067.11
CS-MSAC,687.63
CS-SHAC,391.36
